Year,Month,day_of_week,hour_of_day,origin,destination,estimated_ridership
2025,1,Monday,13,0,5,8.9033
2025,1,Monday,13,3,2,86.0175
2025,1,Monday,13,5,6,13.7578
2025,1,Monday,13,4,6,42.0843
2025,1,Monday,13,1,2,53.4083
2025,1,Monday,13,6,1,33.5845
2025,1,Monday,13,7,5,8.024
2025,1,Monday,13,3,1,112.941
2025,1,Monday,13,4,5,33.722
2025,1,Monday,13,6,5,19.49
2025,1,Monday,13,5,7,7.1947
2025,1,Monday,13,5,1,20.4518
2025,1,Monday,13,5,3,64.8663
2025,1,Monday,13,0,2,20.527
2025,1,Monday,13,4,0,16.4072
2025,1,Monday,13,5,2,20.7578
2025,1,Monday,13,8,6,20.1675
2025,1,Monday,13,8,0,3.1205
2025,1,Monday,13,3,7,27.497
2025,1,Monday,13,2,1,60.7352
2025,1,Monday,13,2,8,11.1615
2025,1,Monday,13,4,8,15.1723
2025,1,Monday,13,1,3,103.3635
2025,1,Monday,13,4,2,46.6023
2025,1,Monday,13,1,4,56.4555
2025,1,Monday,13,7,4,29.6218
2025,1,Monday,13,2,5,15.0163
2025,1,Monday,13,8,4,22.8075
2025,1,Monday,13,7,3,50.731
2025,1,Monday,2,8,1,0.2795
2025,1,Monday,2,2,5,0.3125
2025,1,Monday,2,6,3,0.9168
2025,1,Monday,2,6,1,0.3927
2025,1,Monday,2,6,4,0.25
2025,1,Monday,2,4,0,0.9028
2025,1,Monday,2,4,8,0.5625
2025,1,Monday,2,4,3,1.1043
2025,1,Monday,2,1,8,0.25
2025,1,Monday,2,3,6,1.5287
2025,1,Monday,2,3,5,0.2918
2025,1,Monday,2,3,7,0.3332
2025,1,Monday,2,2,4,0.25
2025,1,Monday,2,1,4,0.25
2025,1,Monday,2,2,3,0.3125
2025,1,Monday,2,1,3,0.25
2025,1,Monday,2,5,8,0.25
2025,1,Monday,2,8,4,0.5587
2025,1,Monday,2,3,0,0.3147
2025,1,Monday,2,0,8,0.4807
2025,1,Monday,2,7,4,0.3
2025,1,Monday,2,3,4,0.6767
2025,1,Monday,2,5,0,0.25
2025,1,Monday,2,3,8,1.3493
2025,1,Monday,2,0,3,1.5475
2025,1,Monday,2,8,3,0.55
2025,1,Monday,2,7,0,0.25
2025,1,Monday,2,6,2,0.7657
2025,1,Monday,14,0,5,8.1933
2025,1,Monday,14,5,8,6.4865
2025,1,Monday,14,4,0,23.0275
2025,1,Monday,14,1,6,43.4267
2025,1,Monday,14,6,2,35.3583
2025,1,Monday,14,8,3,68.8928
2025,1,Monday,14,7,1,12.0565
2025,1,Monday,14,3,6,130.3825
2025,1,Monday,14,0,6,13.6735
2025,1,Monday,14,3,5,50.4517
2025,1,Monday,14,7,5,7.3035
2025,1,Monday,14,4,5,35.4845
2025,1,Monday,14,6,7,8.1073
2025,1,Monday,14,0,3,36.9755
2025,1,Monday,14,5,4,38.0565
2025,1,Monday,14,2,7,13.562
2025,1,Monday,14,3,8,47.3865
2025,1,Monday,14,4,2,47.2655
2025,1,Monday,14,3,0,28.4615
2025,1,Monday,14,1,8,17.1842
2025,1,Monday,14,8,2,17.8528
2025,1,Monday,14,6,5,16.1647
2025,1,Monday,14,6,0,10.2703
2025,1,Monday,14,1,4,64.7263
2025,1,Monday,14,5,6,19.5955
2025,1,Monday,14,7,2,11.4277
2025,1,Monday,14,8,6,22.2268
2025,1,Monday,14,4,8,16.6588
2025,1,Monday,14,8,4,22.8893
2025,1,Monday,14,2,1,68.2343
2025,1,Monday,14,7,8,0.2903
2025,1,Monday,14,2,0,29.3108
2025,1,Monday,14,6,3,176.2015
2025,1,Monday,14,2,8,8.8618
2025,1,Monday,14,8,5,15.9985
2025,1,Monday,14,7,3,63.0655
2025,1,Monday,14,3,1,128.5245
2025,1,Monday,14,1,7,14.059
2025,1,Monday,14,1,5,16.3158
2025,1,Monday,14,4,3,181.381
2025,1,Monday,14,3,2,78.1535
2025,1,Monday,14,5,1,30.6795
2025,1,Monday,14,5,2,17.4397
2025,1,Monday,14,7,6,2.63
2025,1,Monday,14,0,8,6.5285
2025,1,Monday,14,2,5,13.0035
2025,1,Monday,14,8,1,18.346
2025,1,Monday,14,0,2,20.9068
2025,1,Monday,14,6,1,43.9097
2025,1,Monday,14,0,1,46.5425
2025,1,Monday,14,6,8,17.25
2025,1,Monday,14,0,4,22.627
2025,1,Monday,14,6,4,59.5858
2025,1,Monday,14,5,3,94.1205
2025,1,Monday,14,7,0,3.2355
2025,1,Monday,14,1,2,64.4427
2025,1,Monday,14,5,7,7.1173
2025,1,Monday,14,2,4,51.833
2025,1,Monday,14,2,6,37.5093
2025,1,Monday,14,1,3,112.218
2025,1,Monday,14,5,0,10.0448
2025,1,Monday,14,7,4,29.0745
2025,1,Monday,14,8,0,7.6995
2025,1,Monday,14,0,7,4.8233
2025,1,Monday,14,4,7,29.0305
2025,1,Monday,14,3,4,152.0773
2025,1,Monday,14,4,1,80.1628
2025,1,Monday,14,1,0,44.0343
2025,1,Monday,14,4,6,63.9965
2025,1,Monday,14,3,7,38.9085
2025,1,Monday,14,2,3,102.4385
2025,1,Monday,3,1,7,0.35
2025,1,Monday,3,3,2,0.5822
2025,1,Monday,3,5,4,0.25
2025,1,Monday,3,0,2,1.398
2025,1,Monday,3,2,6,0.25
2025,1,Monday,3,6,3,1.5538
2025,1,Monday,3,4,1,0.2777
2025,1,Monday,3,5,0,0.6
2025,1,Monday,3,1,6,0.5852
2025,1,Monday,3,4,7,0.45
2025,1,Monday,3,4,3,0.5625
2025,1,Monday,3,3,8,0.2767
2025,1,Monday,3,5,3,0.5
2025,1,Monday,3,7,4,0.875
2025,1,Monday,3,4,8,0.325
2025,1,Monday,3,8,6,0.25
2025,1,Monday,3,4,5,0.325
2025,1,Monday,3,2,4,1.6457
2025,1,Monday,3,2,3,0.25
2025,1,Monday,3,7,3,0.25
2025,1,Monday,3,0,6,0.2875
2025,1,Monday,3,8,3,1.125
2025,1,Monday,3,1,8,0.3125
2025,1,Monday,3,0,3,0.6847
2025,1,Monday,3,2,1,1.8472
2025,1,Monday,3,3,6,0.3573
2025,1,Monday,3,6,8,0.75
2025,1,Monday,3,0,7,0.3438
2025,1,Monday,3,6,1,0.3638
2025,1,Monday,3,3,5,1.0875
2025,1,Monday,3,5,8,0.5
2025,1,Monday,3,4,0,0.5168
2025,1,Monday,3,8,4,0.25
2025,1,Monday,3,3,1,0.5
2025,1,Monday,3,3,0,0.375
2025,1,Monday,15,0,5,6.168
2025,1,Monday,15,2,1,79.7272
2025,1,Monday,15,6,0,18.764
2025,1,Monday,15,8,0,9.082
2025,1,Monday,15,1,6,71.1062
2025,1,Monday,15,2,4,56.5662
2025,1,Monday,15,7,8,0.275
2025,1,Monday,15,3,2,82.4602
2025,1,Monday,15,1,2,72.2463
2025,1,Monday,15,1,8,34.6337
2025,1,Monday,15,4,8,28.2805
2025,1,Monday,15,7,2,16.006
2025,1,Monday,15,8,3,155.5307
2025,1,Monday,15,3,8,42.0357
2025,1,Monday,15,8,2,19.9335
2025,1,Monday,15,4,5,42.3348
2025,1,Monday,15,8,6,30.5707
2025,1,Monday,15,4,0,42.3552
2025,1,Monday,15,7,6,7.804
2025,1,Monday,15,5,7,7.815
2025,1,Monday,15,5,4,56.069
2025,1,Monday,15,7,0,4.505
2025,1,Monday,15,2,3,171.4207
2025,1,Monday,15,5,8,15.6997
2025,1,Monday,15,8,7,0.5695
2025,1,Monday,15,0,7,4.1182
2025,1,Monday,15,1,4,87.849
2025,1,Monday,15,6,1,42.003
2025,1,Monday,15,0,8,6.4975
2025,1,Monday,15,6,5,17.6012
2025,1,Monday,15,8,4,34.4555
2025,1,Monday,15,6,8,14.3313
2025,1,Monday,15,7,3,79.1975
2025,1,Monday,15,3,1,118.7585
2025,1,Monday,15,6,3,253.4065
2025,1,Monday,15,6,4,70.332
2025,1,Monday,15,4,1,96.065
2025,1,Monday,15,1,0,89.3093
2025,1,Monday,15,5,2,24.9555
2025,1,Monday,15,1,5,33.0987
2025,1,Monday,15,8,5,13.9582
2025,1,Monday,15,2,6,59.4405
2025,1,Monday,15,1,7,10.3465
2025,1,Monday,15,5,3,174.6078
2025,1,Monday,15,8,1,20.2308
2025,1,Monday,15,6,2,35.5007
2025,1,Monday,15,1,3,175.8957
2025,1,Monday,15,2,8,25.4045
2025,1,Monday,15,0,6,19.2585
2025,1,Monday,15,3,4,164.3545
2025,1,Monday,15,0,2,19.8857
2025,1,Monday,15,2,0,29.0618
2025,1,Monday,15,4,2,37.8712
2025,1,Monday,15,7,1,20.1548
2025,1,Monday,15,3,7,47.0712
2025,1,Monday,15,4,3,237.4543
2025,1,Monday,15,4,7,27.345
2025,1,Monday,15,2,5,14.1363
2025,1,Monday,15,7,4,35.693
2025,1,Monday,15,0,1,56.9425
2025,1,Monday,15,3,6,157.883
2025,1,Monday,15,5,0,17.664
2025,1,Monday,15,6,7,5.3607
2025,1,Monday,15,3,5,59.6195
2025,1,Monday,15,7,5,4.0318
2025,1,Monday,15,5,1,37.1325
2025,1,Monday,15,0,3,43.237
2025,1,Monday,15,5,6,24.283
2025,1,Monday,15,2,7,13.3053
2025,1,Monday,15,4,6,79.0023
2025,1,Monday,15,3,0,34.0715
2025,1,Monday,15,0,4,30.937
2025,1,Monday,4,2,1,1.6262
2025,1,Monday,4,2,8,0.5868
2025,1,Monday,4,6,2,1.334
2025,1,Monday,4,0,5,3.0965
2025,1,Monday,4,8,2,1.8375
2025,1,Monday,4,0,7,0.3645
2025,1,Monday,4,8,3,3.4375
2025,1,Monday,4,8,1,1.1125
2025,1,Monday,4,0,2,1.6642
2025,1,Monday,4,1,3,0.25
2025,1,Monday,4,2,3,1.7118
2025,1,Monday,4,6,1,1.6557
2025,1,Monday,4,5,4,0.5625
2025,1,Monday,4,4,0,1.4628
2025,1,Monday,4,3,0,0.9072
2025,1,Monday,4,6,3,9.2535
2025,1,Monday,4,2,0,1.609
2025,1,Monday,4,4,8,0.3523
2025,1,Monday,4,1,5,1.7887
2025,1,Monday,4,8,0,0.3125
2025,1,Monday,4,0,6,1.0455
2025,1,Monday,4,2,6,0.2813
2025,1,Monday,4,1,2,0.5333
2025,1,Monday,4,0,1,0.6668
2025,1,Monday,4,6,4,1.0032
2025,1,Monday,4,8,4,2.0073
2025,1,Monday,4,5,0,0.3055
2025,1,Monday,4,4,7,0.298
2025,1,Monday,4,6,5,0.3332
2025,1,Monday,4,0,4,2.4187
2025,1,Monday,4,3,7,0.3035
2025,1,Monday,4,4,3,1.3523
2025,1,Monday,4,8,6,0.25
2025,1,Monday,4,7,1,0.25
2025,1,Monday,4,2,4,1.995
2025,1,Monday,4,5,3,1.611
2025,1,Monday,4,4,1,2.7082
2025,1,Monday,4,7,3,0.8125
2025,1,Monday,4,1,6,0.5333
2025,1,Monday,4,4,6,0.7273
2025,1,Monday,4,1,4,0.6452
2025,1,Monday,4,3,4,0.8783
2025,1,Monday,4,7,6,0.25
2025,1,Monday,4,0,3,3.439
2025,1,Monday,4,0,8,1.0255
2025,1,Monday,4,6,0,0.3455
2025,1,Monday,4,3,6,1.6785
2025,1,Monday,4,6,8,0.5
2025,1,Monday,4,7,0,0.375
2025,1,Monday,16,0,6,31.1495
2025,1,Monday,16,8,5,9.8825
2025,1,Monday,16,5,2,26.1915
2025,1,Monday,16,0,4,31.4558
2025,1,Monday,16,4,3,304.1133
2025,1,Monday,16,3,8,87.141
2025,1,Monday,16,0,8,10.2935
2025,1,Monday,16,1,6,90.753
2025,1,Monday,16,4,1,74.427
2025,1,Monday,16,6,7,6.3918
2025,1,Monday,16,4,5,29.721
2025,1,Monday,16,3,1,178.126
2025,1,Monday,16,2,3,215.9295
2025,1,Monday,16,4,8,33.5663
2025,1,Monday,16,4,2,39.9483
2025,1,Monday,16,1,0,111.2385
2025,1,Monday,16,0,5,5.293
2025,1,Monday,16,6,1,77.592
2025,1,Monday,16,5,6,26.991
2025,1,Monday,16,4,0,27.9647
2025,1,Monday,16,5,0,16.9393
2025,1,Monday,16,2,5,22.84
2025,1,Monday,16,0,2,20.1992
2025,1,Monday,16,7,1,29.9132
2025,1,Monday,16,5,3,310.949
2025,1,Monday,16,5,8,19.551
2025,1,Monday,16,3,0,42.357
2025,1,Monday,16,6,3,514.016
2025,1,Monday,16,1,8,31.7348
2025,1,Monday,16,7,0,7.528
2025,1,Monday,16,6,0,25.3665
2025,1,Monday,16,0,1,64.6048
2025,1,Monday,16,1,3,181.1317
2025,1,Monday,16,6,5,20.0225
2025,1,Monday,16,6,2,45.437
2025,1,Monday,16,8,7,0.8483
2025,1,Monday,16,2,4,59.6505
2025,1,Monday,16,8,4,32.7835
2025,1,Monday,16,3,2,89.765
2025,1,Monday,16,0,3,42.421
2025,1,Monday,16,5,1,36.1475
2025,1,Monday,16,1,7,16.7378
2025,1,Monday,16,6,4,83.21
2025,1,Monday,16,7,5,4.2782
2025,1,Monday,16,5,4,51.4295
2025,1,Monday,16,8,1,27.611
2025,1,Monday,16,3,6,279.1578
2025,1,Monday,16,1,5,22.8142
2025,1,Monday,16,2,8,30.4853
2025,1,Monday,16,7,3,181.3143
2025,1,Monday,16,0,7,2.6545
2025,1,Monday,16,5,7,6.7958
2025,1,Monday,16,8,2,22.8857
2025,1,Monday,16,3,4,208.4848
2025,1,Monday,16,4,6,62.363
2025,1,Monday,16,4,7,31.4752
2025,1,Monday,16,1,2,62.2017
2025,1,Monday,16,2,6,79.7457
2025,1,Monday,16,7,6,5.5463
2025,1,Monday,16,7,4,45.9183
2025,1,Monday,16,6,8,9.6557
2025,1,Monday,16,1,4,85.9577
2025,1,Monday,16,3,5,72.6158
2025,1,Monday,16,2,0,44.0405
2025,1,Monday,16,7,8,0.529
2025,1,Monday,16,8,3,246.2623
2025,1,Monday,16,2,1,82.7015
2025,1,Monday,16,3,7,59.1245
2025,1,Monday,16,2,7,21.3527
2025,1,Monday,16,7,2,14.3145
2025,1,Monday,16,8,6,31.9443
2025,1,Monday,16,8,0,13.162
2025,1,Monday,5,0,8,3.5082
2025,1,Monday,5,5,3,3.3015
2025,1,Monday,5,4,5,3.4022
2025,1,Monday,5,7,1,1.944
2025,1,Monday,5,0,7,1.9137
2025,1,Monday,5,1,2,3.6308
2025,1,Monday,5,0,6,8.0093
2025,1,Monday,5,5,1,0.5277
2025,1,Monday,5,2,6,2.4735
2025,1,Monday,5,2,5,4.2043
2025,1,Monday,5,3,5,32.8812
2025,1,Monday,5,4,3,15.4512
2025,1,Monday,5,2,8,4.61
2025,1,Monday,5,8,2,9.382
2025,1,Monday,5,0,5,2.8462
2025,1,Monday,5,1,5,0.8475
2025,1,Monday,5,8,5,0.8805
2025,1,Monday,5,6,8,0.3265
2025,1,Monday,5,6,0,5.2515
2025,1,Monday,5,2,7,0.54
2025,1,Monday,5,4,1,4.1763
2025,1,Monday,5,1,3,7.2665
2025,1,Monday,5,4,6,9.3557
2025,1,Monday,5,0,2,13.7878
2025,1,Monday,5,3,8,21.615
2025,1,Monday,5,4,2,2.1162
2025,1,Monday,5,0,3,17.9342
2025,1,Monday,5,8,1,7.2985
2025,1,Monday,5,8,6,1.3447
2025,1,Monday,5,8,4,3.7347
2025,1,Monday,5,3,6,37.9648
2025,1,Monday,5,7,2,2.2143
2025,1,Monday,5,7,5,0.2918
2025,1,Monday,5,1,0,5.0228
2025,1,Monday,5,4,8,1.8732
2025,1,Monday,5,4,0,4.9232
2025,1,Monday,5,2,3,5.7308
2025,1,Monday,5,3,4,14.9918
2025,1,Monday,5,2,0,4.5448
2025,1,Monday,5,3,0,2.2238
2025,1,Monday,5,4,7,0.6123
2025,1,Monday,5,6,4,5.1745
2025,1,Monday,5,6,1,9.0543
2025,1,Monday,5,5,4,1.0555
2025,1,Monday,5,0,1,6.7882
2025,1,Monday,5,1,8,5.36
2025,1,Monday,5,2,4,2.225
2025,1,Monday,5,6,3,29.7747
2025,1,Monday,5,8,3,13.7255
2025,1,Monday,5,3,1,7.996
2025,1,Monday,5,7,0,0.2675
2025,1,Monday,5,1,4,2.8133
2025,1,Monday,5,2,1,1.6545
2025,1,Monday,5,6,2,3.5702
2025,1,Monday,5,7,4,4.506
2025,1,Monday,5,7,6,1.11
2025,1,Monday,5,3,7,12.707
2025,1,Monday,5,0,4,8.385
2025,1,Monday,5,3,2,8.6155
2025,1,Monday,5,8,0,1.9498
2025,1,Monday,5,6,5,0.9467
2025,1,Monday,5,1,7,2.2115
2025,1,Monday,5,7,3,6.4525
2025,1,Monday,5,1,6,6.7175
2025,1,Monday,17,8,0,11.7398
2025,1,Monday,17,4,7,46.3455
2025,1,Monday,17,0,8,8.4547
2025,1,Monday,17,2,3,281.285
2025,1,Monday,17,6,5,19.5985
2025,1,Monday,17,6,2,90.5308
2025,1,Monday,17,7,8,0.5385
2025,1,Monday,17,7,5,5.3675
2025,1,Monday,17,5,2,32.5887
2025,1,Monday,17,7,0,11.6268
2025,1,Monday,17,6,0,31.3025
2025,1,Monday,17,3,6,597.8018
2025,1,Monday,17,2,4,112.858
2025,1,Monday,17,0,1,70.654
2025,1,Monday,17,7,4,79.829
2025,1,Monday,17,2,5,40.295
2025,1,Monday,17,0,4,28.731
2025,1,Monday,17,0,7,1.3295
2025,1,Monday,17,1,0,96.398
2025,1,Monday,17,5,8,12.009
2025,1,Monday,17,8,2,27.1123
2025,1,Monday,17,4,1,89.5815
2025,1,Monday,17,2,0,64.195
2025,1,Monday,17,3,8,139.5355
2025,1,Monday,17,1,8,27.574
2025,1,Monday,17,1,4,97.3943
2025,1,Monday,17,8,5,9.7987
2025,1,Monday,17,5,3,375.9987
2025,1,Monday,17,3,0,67.309
2025,1,Monday,17,0,5,4.368
2025,1,Monday,17,0,3,45.3257
2025,1,Monday,17,3,7,169.555
2025,1,Monday,17,4,0,40.0092
2025,1,Monday,17,1,5,24.3897
2025,1,Monday,17,8,1,37.1545
2025,1,Monday,17,0,2,22.6782
2025,1,Monday,17,3,5,157.479
2025,1,Monday,17,6,7,12.2735
2025,1,Monday,17,5,6,22.4185
2025,1,Monday,17,3,1,418.638
2025,1,Monday,17,2,8,34.329
2025,1,Monday,17,4,6,86.1968
2025,1,Monday,17,2,7,52.036
2025,1,Monday,17,4,8,24.1908
2025,1,Monday,17,4,3,378.391
2025,1,Monday,17,7,6,7.7092
2025,1,Monday,17,2,6,190.8567
2025,1,Monday,17,6,1,180.509
2025,1,Monday,17,7,1,52.497
2025,1,Monday,17,8,6,29.0808
2025,1,Monday,17,8,4,50.15
2025,1,Monday,17,1,3,187.2612
2025,1,Monday,17,5,4,61.1685
2025,1,Monday,17,7,3,232.5347
2025,1,Monday,17,5,1,55.8517
2025,1,Monday,17,4,2,46.491
2025,1,Monday,17,2,1,131.959
2025,1,Monday,17,5,0,12.017
2025,1,Monday,17,1,2,59.2793
2025,1,Monday,17,3,2,120.447
2025,1,Monday,17,8,7,1.1377
2025,1,Monday,17,5,7,7.558
2025,1,Monday,17,6,4,166.0513
2025,1,Monday,17,1,6,93.5453
2025,1,Monday,17,7,2,24.4467
2025,1,Monday,17,6,3,824.7635
2025,1,Monday,17,1,7,17.5063
2025,1,Monday,17,6,8,11.0287
2025,1,Monday,17,4,5,36.354
2025,1,Monday,17,3,4,392.0642
2025,1,Monday,17,0,6,19.324
2025,1,Monday,17,8,3,270.5243
2025,1,Monday,6,4,3,42.2415
2025,1,Monday,6,8,5,4.3205
2025,1,Monday,6,1,0,30.6147
2025,1,Monday,6,0,4,12.4953
2025,1,Monday,6,5,1,3.7082
2025,1,Monday,6,7,1,5.8062
2025,1,Monday,6,1,7,4.9098
2025,1,Monday,6,4,2,10.3853
2025,1,Monday,6,4,0,5.282
2025,1,Monday,6,7,4,4.7108
2025,1,Monday,6,6,8,6.728
2025,1,Monday,6,2,3,18.1783
2025,1,Monday,6,1,5,9.2215
2025,1,Monday,6,7,8,0.25
2025,1,Monday,6,2,6,10.4077
2025,1,Monday,6,6,5,5.415
2025,1,Monday,6,3,8,85.906
2025,1,Monday,6,0,2,27.409300000000002
2025,1,Monday,6,7,2,9.0225
2025,1,Monday,6,0,7,4.2002
2025,1,Monday,6,7,6,0.2912
2025,1,Monday,6,8,6,2.2935
2025,1,Monday,6,1,8,4.6345
2025,1,Monday,6,8,3,38.706
2025,1,Monday,6,6,4,14.8663
2025,1,Monday,6,3,4,113.2958
2025,1,Monday,6,4,5,6.3375
2025,1,Monday,6,5,6,1.661
2025,1,Monday,6,3,5,154.158
2025,1,Monday,6,2,8,3.8013
2025,1,Monday,6,2,1,8.3045
2025,1,Monday,6,1,4,10.0777
2025,1,Monday,6,5,3,36.8872
2025,1,Monday,6,0,8,6.0907
2025,1,Monday,6,5,2,3.3992
2025,1,Monday,6,4,8,6.11
2025,1,Monday,6,4,1,6.851
2025,1,Monday,6,6,3,125.9017
2025,1,Monday,6,2,0,15.7768
2025,1,Monday,6,3,0,13.0412
2025,1,Monday,6,0,6,11.5755
2025,1,Monday,6,3,6,208.5212
2025,1,Monday,6,2,5,7.0878
2025,1,Monday,6,8,1,13.5028
2025,1,Monday,6,5,4,3.0665
2025,1,Monday,6,2,7,6.0922
2025,1,Monday,6,1,2,10.9278
2025,1,Monday,6,4,7,5.8318
2025,1,Monday,6,3,1,43.7047
2025,1,Monday,6,0,3,21.5952
2025,1,Monday,6,3,7,69.6345
2025,1,Monday,6,6,2,34.9683
2025,1,Monday,6,5,0,2.0627
2025,1,Monday,6,8,4,22.272
2025,1,Monday,6,2,4,4.5077
2025,1,Monday,6,6,0,11.3347
2025,1,Monday,6,1,6,25.7185
2025,1,Monday,6,0,1,49.9362
2025,1,Monday,6,7,3,28.6842
2025,1,Monday,6,8,2,20.7012
2025,1,Monday,6,0,5,10.9865
2025,1,Monday,6,1,3,49.2048
2025,1,Monday,6,8,0,5.1585
2025,1,Monday,6,6,1,40.2212
2025,1,Monday,6,5,8,0.6085
2025,1,Monday,6,4,6,14.0055
2025,1,Monday,6,3,2,75.9957
2025,1,Monday,6,6,7,0.3515
2025,1,Monday,18,8,3,83.8112
2025,1,Monday,18,4,1,77.9065
2025,1,Monday,18,8,7,0.2813
2025,1,Monday,18,8,6,13.7932
2025,1,Monday,18,6,8,7.3963
2025,1,Monday,18,7,0,5.6853
2025,1,Monday,18,8,0,6.759
2025,1,Monday,18,5,8,4.9398
2025,1,Monday,18,3,1,349.431
2025,1,Monday,18,5,7,1.9337
2025,1,Monday,18,5,2,17.6087
2025,1,Monday,18,4,3,205.8973
2025,1,Monday,18,3,8,71.2218
2025,1,Monday,18,8,2,16.8685
2025,1,Monday,18,6,5,12.9863
2025,1,Monday,18,0,5,3.0532
2025,1,Monday,18,0,7,2.0515
2025,1,Monday,18,6,1,118.5722
2025,1,Monday,18,4,6,72.8427
2025,1,Monday,18,3,2,102.946
2025,1,Monday,18,8,5,5.9007
2025,1,Monday,18,3,0,48.5762
2025,1,Monday,18,1,3,109.796
2025,1,Monday,18,0,1,60.1278
2025,1,Monday,18,7,4,62.9798
2025,1,Monday,18,1,5,20.9023
2025,1,Monday,18,7,6,7.359
2025,1,Monday,18,8,4,33.3722
2025,1,Monday,18,7,2,21.5905
2025,1,Monday,18,2,8,25.826
2025,1,Monday,18,5,3,159.8038
2025,1,Monday,18,6,0,18.8452
2025,1,Monday,18,7,3,113.0473
2025,1,Monday,18,2,4,76.2647
2025,1,Monday,18,2,5,30.2958
2025,1,Monday,18,3,5,139.4927
2025,1,Monday,18,5,6,11.1353
2025,1,Monday,18,1,4,60.7358
2025,1,Monday,18,4,0,34.0965
2025,1,Monday,18,5,1,37.0665
2025,1,Monday,18,2,0,43.0602
2025,1,Monday,18,4,5,32.0315
2025,1,Monday,18,2,7,41.324
2025,1,Monday,18,4,2,38.1768
2025,1,Monday,18,0,4,16.2835
2025,1,Monday,18,7,5,3.3777
2025,1,Monday,18,3,4,386.6653
2025,1,Monday,18,6,7,6.7977
2025,1,Monday,18,0,3,17.6858
2025,1,Monday,18,7,8,0.2595
2025,1,Monday,18,2,3,125.3147
2025,1,Monday,18,5,0,13.575
2025,1,Monday,18,5,4,47.7192
2025,1,Monday,18,1,6,60.6882
2025,1,Monday,18,0,2,13.4912
2025,1,Monday,18,6,3,403.5905
2025,1,Monday,18,0,6,12.855
2025,1,Monday,18,2,1,100.636
2025,1,Monday,18,8,1,32.6393
2025,1,Monday,18,2,6,110.1122
