Year,Month,day_of_week,hour_of_day,origin,destination,estimated_ridership
2025,1,Monday,1,18,3,0.3438
2025,1,Monday,1,17,12,0.7855
2025,1,Monday,1,18,14,1.25
2025,1,Monday,1,15,3,0.3125
2025,1,Monday,1,10,14,3.0477
2025,1,Monday,1,3,11,0.25
2025,1,Monday,1,6,17,0.611
2025,1,Monday,1,15,1,0.8458
2025,1,Monday,1,12,9,0.9275
2025,1,Monday,1,9,16,0.25
2025,1,Monday,1,8,2,0.5625
2025,1,Monday,1,19,15,0.25
2025,1,Monday,1,15,6,0.824
2025,1,Monday,1,13,2,0.8277
2025,1,Monday,1,16,0,1.099
2025,1,Monday,1,19,16,0.25
2025,1,Monday,1,11,5,0.9375
2025,1,Monday,1,15,0,0.8085
2025,1,Monday,1,14,4,0.5858
2025,1,Monday,1,15,11,0.808
2025,1,Monday,1,10,5,0.7195
2025,1,Monday,1,17,1,0.674
2025,1,Monday,1,14,19,0.3647
2025,1,Monday,1,16,18,0.5
2025,1,Monday,1,12,10,1.2075
2025,1,Monday,1,16,12,0.5678
2025,1,Monday,1,3,12,0.2918
2025,1,Monday,1,9,1,0.2693
2025,1,Monday,1,12,0,0.9783
2025,1,Monday,1,6,0,0.625
2025,1,Monday,1,14,7,0.2955
2025,1,Monday,1,15,10,2.5475
2025,1,Monday,1,18,7,0.35
2025,1,Monday,1,10,4,1.149
2025,1,Monday,1,13,1,0.6028
2025,1,Monday,1,5,14,0.5755
2025,1,Monday,1,14,8,0.2858
2025,1,Monday,1,3,14,0.25
2025,1,Monday,1,18,10,0.5
2025,1,Monday,1,19,3,0.4642
2025,1,Monday,1,12,4,0.3215
2025,1,Monday,1,17,10,0.5698
2025,1,Monday,1,11,14,0.8392
2025,1,Monday,1,11,3,0.9793
2025,1,Monday,1,5,15,0.5755
2025,1,Monday,1,18,11,0.2693
2025,1,Monday,1,7,0,0.6363
2025,1,Monday,1,5,9,0.5493
2025,1,Monday,1,7,1,0.6015
2025,1,Monday,1,16,10,3.1573
2025,1,Monday,1,2,7,0.4168
2025,1,Monday,1,10,18,0.6018
2025,1,Monday,1,15,19,0.5695
2025,1,Monday,1,15,12,0.275
2025,1,Monday,1,19,10,1.5267
2025,1,Monday,1,16,1,1.451
2025,1,Monday,1,8,9,0.2813
2025,1,Monday,1,11,1,0.2813
2025,1,Monday,1,14,6,0.2648
2025,1,Monday,1,16,7,0.2813
2025,1,Monday,1,10,2,1.922
2025,1,Monday,1,14,13,0.5613
2025,1,Monday,1,19,8,0.4642
2025,1,Monday,1,10,17,0.9895
2025,1,Monday,1,14,18,1.4092
2025,1,Monday,1,10,1,3.2705
2025,1,Monday,1,8,10,1.625
2025,1,Monday,1,3,1,0.2777
2025,1,Monday,1,5,11,0.2955
2025,1,Monday,1,10,9,0.628
2025,1,Monday,1,4,19,1.257
2025,1,Monday,1,11,9,0.726
2025,1,Monday,1,14,1,0.3
2025,1,Monday,1,4,11,0.2885
2025,1,Monday,1,14,11,0.5482
2025,1,Monday,1,18,15,0.2918
2025,1,Monday,1,8,13,0.25
2025,1,Monday,1,4,14,1.0178
2025,1,Monday,1,6,11,0.2885
2025,1,Monday,1,16,4,0.3332
2025,1,Monday,1,3,0,0.2777
2025,1,Monday,1,19,17,0.2777
2025,1,Monday,1,18,1,0.35
2025,1,Monday,1,17,16,0.3927
2025,1,Monday,1,5,1,0.2693
2025,1,Monday,1,8,11,0.6
2025,1,Monday,1,12,2,0.28
2025,1,Monday,1,10,12,0.3115
2025,1,Monday,1,7,9,0.923
2025,1,Monday,1,15,18,0.9275
2025,1,Monday,1,15,5,1.0985
2025,1,Monday,1,10,13,1.031
2025,1,Monday,1,9,3,0.5832
2025,1,Monday,1,16,5,0.5857
2025,1,Monday,1,16,9,1.9123000000000001
2025,1,Monday,1,8,0,1.911
2025,1,Monday,1,19,9,0.25
2025,1,Monday,1,14,5,1.4827
2025,1,Monday,1,16,8,0.8305
2025,1,Monday,1,15,8,0.5875
2025,1,Monday,1,13,15,0.25
2025,1,Monday,1,10,16,0.3115
2025,1,Monday,1,8,14,0.3
2025,1,Monday,1,11,15,0.6393
2025,1,Monday,1,8,6,0.5715
2025,1,Monday,1,1,3,0.389
2025,1,Monday,1,15,13,0.5333
2025,1,Monday,1,0,5,0.6005
2025,1,Monday,1,1,11,0.639
2025,1,Monday,1,10,15,0.9342
2025,1,Monday,1,0,10,0.277
2025,1,Monday,1,2,4,0.2858
2025,1,Monday,1,5,2,0.5565
2025,1,Monday,1,6,14,0.375
2025,1,Monday,1,14,3,0.5357
2025,1,Monday,1,4,10,0.3077
2025,1,Monday,1,13,10,1.1125
2025,1,Monday,1,12,8,0.28
2025,1,Monday,1,14,2,0.8988
2025,1,Monday,1,0,19,0.277
2025,1,Monday,1,17,8,0.2813
2025,1,Monday,1,11,16,0.25
2025,1,Monday,1,16,3,0.3332
2025,1,Monday,1,17,14,0.5698
2025,1,Monday,1,9,4,0.2707
2025,1,Monday,1,0,8,0.384
2025,1,Monday,1,9,10,0.65
2025,1,Monday,1,13,17,0.2955
2025,1,Monday,1,11,10,1.2385
2025,1,Monday,1,0,2,0.384
2025,1,Monday,1,18,6,0.5385
2025,1,Monday,1,0,1,1.2035
2025,1,Monday,1,4,7,0.2885
2025,1,Monday,1,15,9,1.3413
2025,1,Monday,1,8,4,0.2693
2025,1,Monday,14,4,17,2.685
2025,1,Monday,1,5,17,0.2858
2025,1,Monday,1,17,13,0.2813
2025,1,Monday,1,9,19,0.3055
2025,1,Monday,1,6,10,0.2885
2025,1,Monday,1,15,14,0.2747
2025,1,Monday,1,4,0,0.3035
2025,1,Monday,1,10,3,1.0658
2025,1,Monday,1,16,6,0.2677
2025,1,Monday,1,16,14,1.9692
2025,1,Monday,1,1,6,0.2918
2025,1,Monday,1,5,3,0.577
2025,1,Monday,1,18,16,0.3438
2025,1,Monday,1,16,15,0.2955
2025,1,Monday,1,1,9,0.4
2025,1,Monday,1,13,3,0.3
2025,1,Monday,1,10,0,0.3877
2025,1,Monday,1,15,4,0.5493
2025,1,Monday,1,13,18,0.5732
2025,1,Monday,1,10,6,0.6447
2025,1,Monday,1,14,12,1.1512
2025,1,Monday,1,5,4,0.2955
2025,1,Monday,1,12,3,0.326
2025,1,Monday,1,12,6,0.6965
2025,1,Monday,1,15,2,1.1365
2025,1,Monday,1,5,6,0.5493
2025,1,Monday,1,16,17,0.275
2025,1,Monday,1,18,19,0.5938
2025,1,Monday,1,3,9,1.391
2025,1,Monday,1,12,1,1.95
2025,1,Monday,1,8,5,0.55
2025,1,Monday,1,8,12,1.3767
2025,1,Monday,1,13,14,0.5768
2025,1,Monday,1,17,19,0.25
2025,1,Monday,1,18,8,0.2918
2025,1,Monday,1,10,11,1.5132
2025,1,Monday,1,11,0,0.2813
2025,1,Monday,1,12,5,0.9228
2025,1,Monday,1,6,9,0.2885
2025,1,Monday,1,17,5,1.8985
2025,1,Monday,1,2,11,0.25
2025,1,Monday,1,5,10,0.2885
2025,1,Monday,1,11,17,0.3392
2025,1,Monday,1,10,19,1.6057
2025,1,Monday,1,18,12,0.5418
2025,1,Monday,1,11,4,0.5868
2025,1,Monday,1,4,1,0.915
2025,1,Monday,1,16,11,0.5443
2025,1,Monday,1,14,10,2.5493
2025,1,Monday,1,11,2,1.3887
2025,1,Monday,1,14,0,0.8515
2025,1,Monday,1,14,9,1.1955
2025,1,Monday,1,12,14,0.3035
2025,1,Monday,1,8,3,0.341
2025,1,Monday,1,14,17,0.3647
2025,1,Monday,1,13,16,1.1387
2025,1,Monday,13,16,10,44.2605
2025,1,Monday,13,1,18,8.3227
2025,1,Monday,13,8,0,14.431
2025,1,Monday,13,11,7,16.9683
2025,1,Monday,13,5,9,45.697
2025,1,Monday,13,8,1,9.1533
2025,1,Monday,13,11,10,40.0863
2025,1,Monday,13,17,1,2.282
2025,1,Monday,13,15,6,19.8092
2025,1,Monday,13,10,12,41.664
2025,1,Monday,13,4,6,13.826
2025,1,Monday,13,19,14,37.895
2025,1,Monday,13,4,17,2.7783
2025,1,Monday,13,19,18,16.1938
2025,1,Monday,13,6,16,23.8955
2025,1,Monday,13,8,6,34.252
2025,1,Monday,13,7,0,11.7722
2025,1,Monday,13,16,12,10.243
2025,1,Monday,13,12,10,50.8573
2025,1,Monday,13,2,9,7.4715
2025,1,Monday,13,15,1,2.633
2025,1,Monday,13,1,4,9.627
2025,1,Monday,13,5,1,22.0088
2025,1,Monday,13,3,12,2.546
2025,1,Monday,13,2,6,8.4622
2025,1,Monday,13,18,19,8.858
2025,1,Monday,13,2,4,6.158
2025,1,Monday,13,6,18,14.6742
2025,1,Monday,13,19,3,8.602
2025,1,Monday,13,19,16,16.8045
2025,1,Monday,13,1,9,8.605
2025,1,Monday,13,6,14,26.111
2025,1,Monday,13,0,14,22.5932
2025,1,Monday,13,5,6,23.9995
2025,1,Monday,13,8,13,18.216
2025,1,Monday,13,13,6,27.9673
2025,1,Monday,13,11,9,29.876
2025,1,Monday,13,8,4,18.9755
2025,1,Monday,13,14,5,57.159
2025,1,Monday,13,2,18,8.0983
2025,1,Monday,13,11,15,19.4255
2025,1,Monday,13,3,18,8.57
2025,1,Monday,13,19,2,2.7305
2025,1,Monday,13,5,0,32.5355
2025,1,Monday,13,4,14,18.7602
2025,1,Monday,13,1,10,14.984
2025,1,Monday,13,5,12,21.167
2025,1,Monday,13,5,15,19.7407
2025,1,Monday,13,5,11,27.891
2025,1,Monday,13,13,9,28.4993
2025,1,Monday,13,16,1,2.2802
2025,1,Monday,13,18,6,15.3688
2025,1,Monday,13,17,16,5.6742
2025,1,Monday,13,17,15,10.0317
2025,1,Monday,13,4,12,4.9652
2025,1,Monday,13,11,4,11.1992
2025,1,Monday,13,8,10,91.1895
2025,1,Monday,13,7,18,13.3272
2025,1,Monday,13,13,4,11.9953
2025,2,Friday,8,12,0,2.5935
2025,1,Monday,13,12,13,2.3577
2025,1,Monday,13,11,17,16.4113
2025,1,Monday,13,8,2,10.615
2025,1,Monday,13,7,4,9.008
2025,1,Monday,13,7,3,7.2325
2025,1,Monday,13,9,6,39.4065
2025,1,Monday,13,0,11,7.1803
2025,1,Monday,13,2,19,5.513
2025,1,Monday,13,0,2,6.83
2025,1,Monday,13,3,17,4.1135
2025,1,Monday,13,9,7,23.1738
2025,1,Monday,13,14,1,10.5413
2025,1,Monday,13,11,6,20.0185
2025,1,Monday,13,7,15,8.1072
2025,1,Monday,13,12,6,12.0327
2025,1,Monday,13,16,4,5.7595
2025,1,Monday,13,10,15,44.6515
2025,1,Monday,13,13,15,15.0395
2025,1,Monday,13,14,18,48.0918
2025,1,Monday,13,12,17,9.0997
2025,1,Monday,13,9,1,6.3453
2025,1,Monday,13,17,2,1.702
2025,1,Monday,13,5,16,17.0905
2025,1,Monday,13,3,14,14.9625
2025,1,Monday,13,3,13,5.0922
2025,1,Monday,13,10,18,61.0903
2025,1,Monday,13,14,6,34.7255
2025,1,Monday,13,9,11,28.6275
2025,1,Monday,13,9,19,11.4005
2025,1,Monday,13,10,1,24.2165
2025,1,Monday,13,19,13,10.408
2025,1,Monday,13,9,8,17.3153
2025,1,Monday,13,13,12,1.7755
2025,1,Monday,13,10,7,52.811
2025,1,Monday,13,18,7,8.8818
2025,1,Monday,13,6,5,23.1605
2025,1,Monday,13,16,17,2.7523
2025,1,Monday,13,19,4,5.2325
2025,1,Monday,13,10,0,24.3313
2025,1,Monday,13,14,4,11.3638
2025,1,Monday,13,0,5,42.0795
2025,1,Monday,13,0,3,12.3317
2025,1,Monday,13,17,13,13.4833
2025,1,Monday,13,8,7,1.1463
2025,1,Monday,13,13,8,21.7813
2025,1,Monday,13,19,11,12.5855
2025,1,Monday,13,13,2,3.8625
2025,1,Monday,13,7,17,7.5407
2025,1,Monday,13,2,16,3.9092
2025,1,Monday,13,16,2,4.8477
2025,1,Monday,13,13,18,16.1658
2025,1,Monday,13,3,1,6.3655
2025,1,Monday,13,10,14,147.8153
2025,1,Monday,13,6,0,11.7465
2025,1,Monday,13,8,18,13.9338
2025,1,Monday,13,6,12,14.132
2025,1,Monday,13,6,8,34.116
2025,1,Monday,13,12,4,6.7952
2025,1,Monday,13,18,1,7.9918
2025,1,Monday,13,18,11,11.0187
2025,1,Monday,13,6,11,19.484
2025,1,Monday,13,17,8,9.49
2025,1,Monday,13,1,7,10.3695
2025,1,Monday,13,10,13,52.8625
2025,1,Monday,13,9,4,15.519
2025,1,Monday,13,2,11,5.5258
2025,1,Monday,13,14,3,10.5195
2025,1,Monday,13,12,7,9.9165
2025,1,Monday,13,8,14,42.3223
2025,1,Monday,13,15,3,1.7382
2025,1,Monday,13,1,16,7.9385
2025,1,Monday,13,9,5,43.0818
2025,1,Monday,13,14,2,14.3308
2025,1,Monday,13,13,7,22.212
2025,1,Monday,13,3,19,5.756
2025,1,Monday,13,0,7,11.6387
2025,1,Monday,13,5,18,12.6887
2025,1,Monday,13,4,7,12.5675
2025,1,Monday,13,1,15,5.7885
2025,1,Monday,13,4,10,35.674
2025,1,Monday,13,9,3,7.4698
2025,1,Monday,13,9,10,45.0573
2025,1,Monday,13,14,9,32.9965
2025,1,Monday,13,4,2,5.6188
2025,1,Monday,13,17,9,14.9138
2025,1,Monday,13,10,19,63.5218
2025,1,Monday,13,1,3,7.0097
2025,1,Monday,13,5,19,18.8885
2025,1,Monday,13,15,5,18.3885
2025,1,Monday,13,9,12,15.6378
2025,1,Monday,13,10,9,39.0615
2025,1,Monday,13,18,4,3.8347
2025,1,Monday,13,16,14,35.7337
2025,1,Monday,13,11,3,5.8878
2025,1,Monday,13,7,2,6.9462
2025,1,Monday,13,18,13,15.761
2025,1,Monday,13,2,13,5.2308
2025,1,Monday,13,16,11,18.5315
2025,1,Monday,13,1,6,5.775
2025,1,Monday,13,0,6,12.662
2025,1,Monday,13,11,14,38.6603
2025,1,Monday,13,12,14,15.6045
2025,1,Monday,13,7,12,11.475
2025,1,Monday,13,1,12,7.7595
2025,1,Monday,13,18,16,18.1217
2025,1,Monday,13,11,2,11.349
2025,1,Monday,13,15,9,18.4803
2025,1,Monday,13,15,17,9.0337
2025,1,Monday,13,17,3,2.8545
2025,1,Monday,13,2,0,5.6038
2025,1,Monday,13,17,6,10.6023
2025,1,Monday,13,1,5,16.9612
2025,1,Monday,13,0,10,24.32
2025,1,Monday,13,9,16,25.7913
2025,1,Monday,13,2,5,20.5245
2025,1,Monday,13,18,14,57.424
2025,1,Monday,13,13,1,5.3235
2025,1,Monday,13,13,5,26.4433
2025,1,Monday,13,5,17,12.6707
2025,1,Monday,13,13,17,9.4022
2025,1,Monday,13,1,14,18.56
2025,1,Monday,13,19,1,5.822
2025,1,Monday,13,4,1,8.4105
2025,1,Monday,13,9,13,35.238
2025,1,Monday,13,15,2,3.2205
2025,1,Monday,13,6,4,10.7652
2025,1,Monday,13,19,9,12.3445
2025,1,Monday,13,6,9,27.2102
2025,1,Monday,13,0,15,3.4025
2025,1,Monday,13,1,8,11.8287
2025,1,Monday,13,6,13,16.72
2025,1,Monday,13,1,13,5.1635
2025,1,Monday,13,19,0,8.3548
2025,1,Monday,13,10,2,16.9925
2025,1,Monday,13,11,16,27.1995
2025,1,Monday,13,8,17,12.6917
2025,1,Monday,13,10,16,52.0597
2025,1,Monday,13,16,15,5.3503
2025,1,Monday,13,7,14,24.3745
2025,1,Monday,13,13,14,18.218
2025,1,Monday,13,9,2,5.6573
2025,1,Monday,13,18,17,4.2117000000000004
2025,1,Monday,13,16,3,2.5523
2025,1,Monday,13,15,12,12.8612
2025,1,Monday,13,19,12,6.2235
2025,1,Monday,13,19,6,13.716
2025,1,Monday,13,8,15,15.4315
2025,1,Monday,13,2,15,8.142
2025,1,Monday,13,15,10,42.682
2025,1,Monday,13,3,16,5.0735
2025,1,Monday,13,3,7,6.074
2025,1,Monday,13,11,8,25.408
2025,1,Monday,13,18,8,14.124
2025,1,Monday,13,14,15,15.6695
2025,1,Monday,13,17,12,10.6638
2025,1,Monday,13,16,8,10.6828
2025,1,Monday,13,2,14,14.3203
2025,1,Monday,13,15,8,13.734
2025,1,Monday,13,12,15,7.9917
2025,1,Monday,13,14,10,128.799
2025,1,Monday,13,7,5,26.0322
2025,1,Monday,13,12,1,3.566
2025,1,Monday,13,0,19,8.9033
2025,1,Monday,13,14,16,32.9378
2025,1,Monday,13,15,19,9.7332
2025,1,Monday,13,10,8,86.0175
2025,1,Monday,13,13,11,11.9128
2025,1,Monday,13,13,0,4.1817
2025,1,Monday,13,12,18,13.2173
2025,1,Monday,13,12,8,17.377
2025,1,Monday,13,0,9,14.6962
2025,1,Monday,13,2,10,18.8593
2025,1,Monday,13,5,8,53.4083
2025,1,Monday,13,19,17,7.897
2025,1,Monday,13,3,9,10.182
2025,1,Monday,13,6,1,8.8497
2025,1,Monday,13,12,5,16.475
2025,1,Monday,13,8,9,19.573
2025,1,Monday,13,11,13,10.1348
2025,1,Monday,13,7,1,9.6623
2025,1,Monday,13,11,5,30.4408
2025,1,Monday,13,0,4,14.7268
2025,1,Monday,13,1,17,3.5272
2025,1,Monday,13,8,12,16.3995
2025,1,Monday,13,16,0,1.4205
2025,1,Monday,13,7,10,65.7503
2025,1,Monday,13,1,0,7.5085
2025,1,Monday,13,2,12,3.2508
2025,1,Monday,13,14,12,17.4118
2025,1,Monday,13,17,19,4.6563
2025,1,Monday,13,0,1,4.0995
2025,1,Monday,13,18,15,15.0845
2025,1,Monday,13,12,16,14.1865
2025,1,Monday,13,10,5,112.941
2025,1,Monday,13,15,13,13.4307
2025,1,Monday,13,6,7,9.0412
2025,1,Monday,13,1,19,4.2215
2025,1,Monday,13,9,14,38.858
2025,1,Monday,13,7,11,15.0742
2025,1,Monday,13,12,3,3.8265
2025,1,Monday,13,14,11,31.5473
2025,1,Monday,13,5,2,17.9032
2025,1,Monday,13,4,13,8.777
2025,1,Monday,13,17,7,7.1628
2025,1,Monday,13,13,16,18.2872
2025,1,Monday,13,15,7,8.394
2025,1,Monday,13,10,6,73.1242
2025,1,Monday,13,3,10,22.6392
2025,1,Monday,13,15,0,4.054
2025,1,Monday,13,14,19,33.722
2025,1,Monday,13,14,13,16.2343
2025,1,Monday,13,10,17,40.3085
2025,1,Monday,13,16,5,24.094
2025,1,Monday,13,19,5,20.4518
2025,1,Monday,13,12,2,3.2275
2025,1,Monday,13,11,1,5.825
2025,1,Monday,13,19,10,64.8663
2025,1,Monday,13,6,15,7.809
2025,1,Monday,13,18,3,8.669
2025,1,Monday,13,16,19,8.969
2025,1,Monday,13,11,19,8.2465
2025,1,Monday,13,5,13,24.5347
2025,1,Monday,13,18,5,19.9785
2025,1,Monday,13,0,12,4.4602
2025,1,Monday,13,10,3,14.267
2025,1,Monday,13,3,6,6.9873
2025,1,Monday,13,4,15,8.7475
2025,1,Monday,13,8,16,16.076
2025,1,Monday,13,9,17,14.8452
2025,1,Monday,13,0,13,3.7575
2025,1,Monday,13,17,4,1.7122
2025,1,Monday,13,16,13,11.9485
2025,1,Monday,13,17,0,1.436
2025,1,Monday,13,7,16,9.346
2025,1,Monday,13,3,15,3.5385
2025,1,Monday,13,18,9,19.062
2025,1,Monday,13,0,8,20.527
2025,1,Monday,13,10,4,30.022
2025,1,Monday,13,0,17,2.3972
2025,1,Monday,13,18,10,72.6085
2025,1,Monday,13,6,19,5.3785
2025,1,Monday,13,11,18,18.4795
2025,1,Monday,13,14,7,17.4085
2025,1,Monday,13,0,16,4.0922
2025,1,Monday,13,1,11,11.2727
2025,1,Monday,13,14,0,16.4072
2025,1,Monday,13,19,8,20.7578
2025,1,Monday,13,6,10,81.2937
2025,1,Monday,13,16,6,15.087
2025,1,Monday,13,4,8,24.474
2025,1,Monday,13,6,17,10.7515
2025,1,Monday,13,7,9,22.0798
2025,1,Monday,13,3,8,11.7622
2025,1,Monday,13,18,0,4.186
2025,1,Monday,13,7,19,5.1847
2025,1,Monday,13,8,5,60.7352
2025,1,Monday,13,2,7,5.9178
2025,1,Monday,13,3,5,21.0065
2025,1,Monday,13,16,18,14.2558
2025,1,Monday,13,6,3,4.591
2025,1,Monday,13,13,10,62.5727
2025,1,Monday,13,18,2,11.3048
2025,1,Monday,13,3,0,10.238
2025,1,Monday,13,5,10,103.3635
2025,1,Monday,13,16,9,18.492
2025,1,Monday,13,5,7,26.163
2025,1,Monday,13,5,3,20.034300000000002
2025,1,Monday,13,4,19,2.8202
2025,1,Monday,13,3,11,5.713
2025,1,Monday,13,11,0,5.862
2025,1,Monday,13,15,14,14.2497
2025,1,Monday,13,12,19,6.5263
2025,1,Monday,13,4,5,20.0398
2025,1,Monday,13,15,16,10.4305
2025,1,Monday,13,18,12,10.6567
2025,1,Monday,13,16,7,11.2053
2025,1,Monday,13,19,15,10.1575
2025,1,Monday,13,5,4,20.7168
2025,1,Monday,13,8,3,10.375
2025,1,Monday,13,4,9,20.0467
2025,1,Monday,13,13,19,9.6227
2025,1,Monday,13,9,15,19.2027
2025,1,Monday,13,14,8,46.6023
2025,1,Monday,13,4,0,10.9332
2025,1,Monday,13,17,18,3.6115
2025,1,Monday,13,17,10,33.7788
2025,1,Monday,13,4,11,13.137
2025,1,Monday,13,5,14,56.4555
2025,1,Monday,13,15,18,13.9205
2025,1,Monday,13,17,14,21.2005
2025,1,Monday,13,2,17,1.9518
2025,1,Monday,13,2,8,13.0085
2025,1,Monday,13,8,19,15.0163
2025,1,Monday,13,7,8,0.306
2025,1,Monday,13,15,4,3.8085
2025,1,Monday,13,12,9,16.1965
2025,1,Monday,13,9,0,7.1595
2025,1,Monday,13,17,11,12.9413
2025,1,Monday,13,7,13,16.7842
2025,1,Monday,13,12,0,6.4562
2025,1,Monday,13,4,16,8.1037
2025,1,Monday,13,13,3,5.3807
2025,1,Monday,13,14,17,22.4543
2025,1,Monday,13,15,11,18.5705
2025,1,Monday,13,0,18,8.9175
2025,1,Monday,13,4,18,7.8705
2025,1,Monday,13,6,2,9.046
2025,1,Monday,13,17,5,14.0853
2025,1,Monday,13,10,11,46.3073
2025,1,Monday,13,9,18,25.4202
2025,1,Monday,13,19,7,8.9068
2025,1,Monday,13,8,11,25.5225
2025,1,Monday,2,5,6,0.2918
2025,1,Monday,2,5,9,0.8332
2025,1,Monday,2,9,18,0.7707
2025,1,Monday,2,5,1,0.5918
2025,1,Monday,2,8,19,0.3125
2025,1,Monday,2,15,9,0.7897
2025,1,Monday,2,18,19,0.2777
2025,1,Monday,2,9,10,0.9915
2025,1,Monday,2,13,6,0.5
2025,1,Monday,2,13,15,0.3
2025,1,Monday,2,16,5,0.5
2025,1,Monday,2,3,10,0.9128
2025,1,Monday,2,0,11,0.2975
2025,1,Monday,2,0,2,0.6308
2025,1,Monday,2,12,14,0.2813
2025,1,Monday,2,6,8,0.5
2025,1,Monday,2,9,13,0.25
2025,1,Monday,2,14,6,0.3438
2025,1,Monday,2,0,4,0.4807
2025,1,Monday,2,12,0,0.8975
2025,1,Monday,2,9,14,0.625
2025,1,Monday,2,13,1,0.3
2025,1,Monday,2,13,12,0.7885
2025,1,Monday,2,17,3,0.2657
2025,1,Monday,2,15,14,0.25
2025,1,Monday,2,18,5,0.5277
2025,1,Monday,2,19,17,0.3125
2025,1,Monday,2,14,0,0.9028
2025,1,Monday,2,12,18,1
2025,1,Monday,2,6,1,0.25
2025,1,Monday,2,9,3,0.375
2025,1,Monday,2,11,1,0.25
2025,1,Monday,2,19,9,0.7
2025,1,Monday,2,15,10,1.1468
2025,1,Monday,2,11,13,0.3055
2025,1,Monday,2,3,13,0.25
2025,1,Monday,2,9,4,0.45
2025,1,Monday,2,14,3,0.5555
2025,1,Monday,2,15,2,0.297
2025,1,Monday,2,1,10,0.3332
2025,1,Monday,2,14,10,1.1043
2025,1,Monday,2,1,5,0.5
2025,1,Monday,2,8,13,0.3125
2025,1,Monday,2,17,14,0.2657
2025,1,Monday,2,10,16,0.6157
2025,1,Monday,2,16,1,0.55
2025,1,Monday,2,3,9,0.3573
2025,1,Monday,2,12,3,0.3
2025,1,Monday,2,17,11,0.2657
2025,1,Monday,2,14,2,0.625
2025,1,Monday,2,11,10,0.25
2025,1,Monday,2,18,9,0.2777
2025,1,Monday,2,16,13,0.75
2025,1,Monday,2,16,19,0.3
2025,1,Monday,2,15,17,0.25
2025,1,Monday,2,14,18,0.631
2025,1,Monday,2,10,9,1.7033
2025,1,Monday,2,10,19,0.2918
2025,1,Monday,2,10,13,0.5
2025,1,Monday,2,14,11,1.234
2025,1,Monday,2,4,10,0.8455
2025,1,Monday,2,0,9,0.4807
2025,1,Monday,2,12,9,0.2975
2025,1,Monday,2,18,10,0.2777
2025,1,Monday,2,10,15,0.3125
2025,1,Monday,2,0,12,0.2975
2025,1,Monday,2,14,9,0.6447
2025,1,Monday,2,11,5,0.8
2025,1,Monday,2,15,6,0.2632
2025,1,Monday,2,11,2,0.25
2025,1,Monday,2,13,18,0.3332
2025,1,Monday,2,14,16,0.2918
2025,1,Monday,2,4,11,0.6155
2025,1,Monday,2,5,11,0.25
2025,1,Monday,2,6,9,0.25
2025,1,Monday,2,18,8,0.2777
2025,1,Monday,2,8,14,0.25
2025,1,Monday,2,16,10,0.25
2025,1,Monday,2,5,14,0.25
2025,1,Monday,2,8,10,0.3125
2025,1,Monday,2,9,12,0.25
2025,1,Monday,2,2,10,0.25
2025,1,Monday,2,9,2,0.25
2025,1,Monday,2,10,2,1.5555
2025,1,Monday,2,12,5,0.25
2025,1,Monday,2,5,10,0.25
2025,1,Monday,2,9,1,0.4168
2025,1,Monday,2,17,2,0.875
2025,1,Monday,2,19,2,0.5625
2025,1,Monday,2,8,9,0.25
2025,1,Monday,2,9,8,1.5125
2025,1,Monday,2,17,0,0.25
2025,1,Monday,2,10,0,0.3147
2025,1,Monday,2,4,1,0.2885
2025,1,Monday,2,13,10,0.3
2025,1,Monday,2,16,14,0.2858
2025,1,Monday,2,16,6,1.0358
2025,1,Monday,2,4,5,0.2885
2025,1,Monday,2,2,16,0.8332
2025,1,Monday,2,11,3,0.3055
2025,1,Monday,2,10,1,1.1907
2025,1,Monday,2,10,14,0.6767
2025,1,Monday,2,16,15,0.3332
2025,1,Monday,2,1,3,1.25
2025,1,Monday,2,17,15,0.6407
2025,1,Monday,2,19,0,0.25
2025,1,Monday,2,15,1,0.6513
2025,1,Monday,2,16,3,0.25
2025,1,Monday,2,0,10,1.5475
2025,1,Monday,2,13,5,0.2885
2025,1,Monday,2,5,2,0.6043
2025,1,Monday,2,8,1,0.5
2025,1,Monday,2,6,5,0.25
2025,1,Monday,2,4,0,0.584
2025,1,Monday,2,9,5,0.3
2025,1,Monday,2,15,8,0.6205
2025,1,Monday,2,6,10,0.25
2025,1,Monday,2,9,16,0.375
2025,1,Monday,14,15,13,14.3647
2025,1,Monday,14,19,13,13.5285
2025,1,Monday,14,15,7,7.409
2025,1,Monday,14,1,4,10.6517
2025,1,Monday,14,0,11,8.5623
2025,1,Monday,14,15,9,19.9287
2025,1,Monday,14,0,19,8.1933
2025,1,Monday,14,9,2,11.1083
2025,1,Monday,14,14,0,23.0275
2025,1,Monday,14,13,14,18.168
2025,1,Monday,14,19,3,6.4932
2025,1,Monday,14,12,3,3.3045
2025,1,Monday,14,15,4,6.5245
2025,1,Monday,14,6,17,12.92
2025,1,Monday,14,18,9,28.6042
2025,1,Monday,14,19,1,6.2
2025,1,Monday,14,18,19,6.3963
2025,1,Monday,14,3,5,21.2638
2025,1,Monday,14,10,3,16.4845
2025,1,Monday,14,5,2,19.4068
2025,1,Monday,14,7,3,9.3697
2025,1,Monday,14,18,15,15.5858
2025,1,Monday,14,12,2,4.8282
2025,1,Monday,14,2,16,2.54
2025,1,Monday,14,9,6,37.18
2025,1,Monday,14,13,6,24.6725
2025,1,Monday,14,17,2,2.3117
